report_date;line_item;spend_dkk;impressions;clicks;viewable_rate;attributed_revenue;currency
17/02/2025;HH_Prog_Video_Alm_202502;34045.19;492678;2933;0.711;70421.57;DKK
03/02/2024;hh_dk_Prog_Video_Alm_202402;13303.10;154203;755;0.654;19685.01;DKK
26/06/2024;HAVEHJ_Prog_Video_Havesaeson_202406;13020.56;164872;1351;0.789;23976.93;DKK
13/03/2025;hh_dk_Prog_Video_Alm_202503_kopi;2002.22;251203;1103;0.684;2949.42;EUR
09/08/2025;hh_dk_Prog_Video_Alm_202508;3613.88;524018;1538;0.808;9199.36;EUR
14/03/2024;HAVEHJ_Prog_Video_Alm_202403;14483.49;232287;1003;0.694;30471.13;DKK
09/10/2024;HAVEHJ_Prog_Display_Alm_202410;11758.95;193653;804;0.779;20486.08;DKK
30/06/2025;hh_dk_Prog_Video_Havesaeson_202506;12918.12;149631;798;0.689;26896.11;DKK
25/06/2024;HAVEHJ_Prog_Video_Havesaeson_202406;8990.73;102921;758;0.809;20548.60;DKK
24/02/2023;HAVEHJ_Prog_Video_Alm_202302;23348.97;316997;2182;0.787;45766.76;DKK
08/07/2023;Havehjornet_Prog_Display_Alm_202307;34967.24;1116254;2643;0.863;34302.94;DKK
14/06/2024;HAVEHJ_Prog_Display_Havesaeson_202406;8667.89;157194;476;0.72;9237.27;DKK
10/02/2024;HAVEHJ_Prog_Display_Alm_202402;9694.03;133165;886;0.88;9367.55;DKK
29/11/2022;Havehjornet_Prog_Video_BlackFriday_202211_kopi;28529.58;483093;2878;0.626;45951.69;DKK
23/05/2025;hh_dk_Prog_Display_Havesaeson_202505;11796.23;148874;917;0.642;9976.50;DKK
03/09/2023;Havehjornet_Prog_Display_Alm_202309;1680.49;153185;942;0.757;1991.66;EUR
23/08/2022;Havehjornet_Prog_Video_Alm_202208;14571.44;337476;781;0.793;26681.44;DKK
14/07/2024;Havehjornet_Prog_Display_Alm_202407;517.24;68190;250;0.661;906.90;EUR
11/02/2023;HH_Prog_Display_Alm_202302;5026.22;108059;327;0.633;5433.93;DKK
03/10/2025;Havehjornet_Prog_Display_Alm_202510_kopi;10398.57;137704;718;0.747;14231.37;DKK
21/09/2024;HAVEHJ_Prog_Display_Alm_202409;17452.01;207611;1141;0.763;17327.32;DKK
16/06/2022;HAVEHJ_Prog_Display_Havesaeson_202206;2369.50;331774;930;0.674;3244.75;EUR
27/10/2022;hh_dk_Prog_Video_Alm_202210;2516.37;250241;1456;0.82;4716.65;EUR
17/10/2024;HAVEHJ_Prog_Video_Alm_202410;22811.21;416035;1571;0.762;47313.13;DKK
15/12/2025;HAVEHJ_Prog_Video_Jul_202512;36268.58;520122;4209;0.781;62803.89;DKK
16/09/2025;HH_Prog_Display_Alm_202509;4691.37;98043;256;0.71;3902.44;DKK
27/11/2025;hh_dk_Prog_Display_BlackFriday_202511;19996.14;501883;1942;0.602;22790.59;DKK
11/07/2025;Havehjornet_Prog_Video_Alm_202507;10512.45;168556;612;0.779;22105.84;DKK
20/01/2024;hh_dk_Prog_Display_Alm_202401;7633.48;173194;469;0.692;9831.78;DKK
16/09/2024;HAVEHJ_Prog_Display_Alm_202409;2931.19;523343;1690;0.587;3716.02;EUR
12/01/2022;hh_dk_Prog_Video_Alm_202201;5397.48;73423;372;0.738;9325.26;DKK
01/05/2025;HH_Prog_Video_Havesaeson_202505;48512.82;1283521;2732;0.584;100592.25;DKK
02/05/2024;Havehjornet_Prog_Display_Havesaeson_202405_kopi;8195.72;99604;834;0.867;10232.30;DKK
15/03/2022;HH_Prog_Display_Alm_202203;15298.26;500706;1232;0.787;12163.09;DKK
21/08/2024;hh_dk_Prog_Video_Alm_202408;26475.96;768395;1952;0.739;63641.35;DKK
01/11/2024;HH_Prog_Display_BlackFriday_202411;25642.98;844232;3139;0.748;29205.35;DKK
13/05/2024;Havehjornet_Prog_Display_Havesaeson_202405;18429.61;247986;1593;0.899;26611.84;DKK
06/05/2024;Havehjornet_Prog_Video_Havesaeson_202405;33000.06;1079933;2836;0.889;57671.10;DKK
04/02/2025;HH_Prog_Video_Alm_202502;6685.25;849122;4673;0.83;10651.83;EUR
05/05/2023;HAVEHJ_Prog_Display_Havesaeson_202305_kopi;26548.47;756323;3259;0.758;28616.87;DKK
14/07/2022;HAVEHJ_Prog_Display_Alm_202207;10731.91;298968;719;0.764;9057.26;DKK
24/09/2025;HH_Prog_Display_Alm_202509;19161.50;216534;1742;0.615;30915.42;DKK
21/10/2025;hh_dk_Prog_Video_Alm_202510;14276.13;212953;974;0.633;30981.25;DKK
05/08/2025;HAVEHJ_Prog_Display_Alm_202508;12820.61;357563;899;0.854;14567.68;DKK
07/01/2024;hh_dk_Prog_Video_Alm_202401;40785.98;861761;2262;0.838;71634.77;DKK
28/06/2025;hh_dk_Prog_Display_Havesaeson_202506_kopi;10127.46;204748;705;0.753;12412.72;DKK
15/02/2023;hh_dk_Prog_Display_Alm_202302;13649.70;333651;701;0.713;15774.24;DKK
17/05/2025;Havehjornet_Prog_Display_Havesaeson_202505;14165.15;220910;955;0.57;23924.80;DKK
28/11/2022;HAVEHJ_Prog_Video_BlackFriday_202211;5471.27;498759;3504;0.589;12262.55;EUR
21/06/2022;HH_Prog_Display_Havesaeson_202206;10448.69;121758;788;0.829;9403.36;DKK
09/11/2024;hh_dk_Prog_Display_BlackFriday_202411;19813.18;289097;2153;0.878;23591.53;DKK
05/11/2025;hh_dk_Prog_Display_BlackFriday_202511;14589.40;368314;831;0.847;12668.08;DKK
28/08/2023;Havehjornet_Prog_Video_Alm_202308;51922.79;1275442;2632;0.612;83498.14;DKK
14/11/2023;HH_Prog_Display_BlackFriday_202311;3257.74;429485;1335;0.59;2837.23;EUR
11/03/2022;Havehjornet_Prog_Display_Alm_202203;2443.43;441893;2266;0.818;2168.74;EUR
31/12/2024;Havehjornet_Prog_Display_Jul_202412;9435.97;279898;661;0.693;15157.48;DKK
14/09/2023;hh_dk_Prog_Video_Alm_202309;22557.17;298772;2576;0.725;46971.33;DKK
03/05/2024;HH_Prog_Video_Havesaeson_202405;3189.22;586475;1261;0.796;5199.94;EUR
09/12/2025;hh_dk_Prog_Display_Jul_202512;6550.36;164331;788;0.778;6045.97;DKK
27/01/2022;HAVEHJ_Prog_Video_Alm_202201;12706.42;161943;1468;0.735;32094.96;DKK
29/06/2022;HAVEHJ_Prog_Video_Havesaeson_202206;20898.32;445422;1216;0.729;57488.29;DKK
28/05/2023;hh_dk_Prog_Video_Havesaeson_202305;23953.49;308225;1658;0.688;52931.97;DKK
15/09/2025;HAVEHJ_Prog_Display_Alm_202509;11748.19;156005;856;0.863;15102.38;DKK
16/03/2025;HAVEHJ_Prog_Video_Alm_202503;16929.36;236347;1044;0.799;46275.94;DKK
14/04/2022;HAVEHJ_Prog_Display_Havesaeson_202204;14920.11;220425;784;0.856;17743.17;DKK
01/11/2024;hh_dk_Prog_Video_BlackFriday_202411;2675.96;326631;1388;0.866;3526.97;EUR
22/07/2023;HAVEHJ_Prog_Display_Alm_202307;6478.79;96550;459;0.68;10506.20;DKK
10/02/2023;hh_dk_Prog_Display_Alm_202302;5935.44;156045;321;0.863;5570.36;DKK
10/10/2025;Havehjornet_Prog_Video_Alm_202510;8984.06;181716;455;0.726;13321.28;DKK
10/01/2025;HAVEHJ_Prog_Display_Alm_202501;7336.57;210769;518;0.816;9367.52;DKK
25/03/2025;hh_dk_Prog_Video_Alm_202503;15331.67;329052;942;0.744;32210.55;DKK
11/04/2023;HAVEHJ_Prog_Display_Havesaeson_202304;1229.10;203229;795;0.709;1729.85;EUR
16/10/2025;HH_Prog_Display_Alm_202510;24317.93;596705;2387;0.883;30467.17;DKK
18/02/2023;Havehjornet_Prog_Video_Alm_202302;36204.85;489496;2989;0.642;66888.05;DKK
11/10/2022;HH_Prog_Display_Alm_202210;35239.98;396416;3815;0.686;38778.68;DKK
15/12/2023;HH_Prog_Display_Jul_202312_kopi;8341.60;102467;992;0.664;11110.03;DKK
24/04/2022;hh_dk_Prog_Display_Havesaeson_202204;730.45;74484;455;0.775;775.98;EUR
21/04/2024;HAVEHJ_Prog_Display_Havesaeson_202404;5389.18;64878;353;0.637;5313.06;DKK
13/01/2023;HH_Prog_Display_Alm_202301_kopi;18353.76;440385;1153;0.605;21593.83;DKK
02/04/2025;HH_Prog_Display_Havesaeson_202504;11218.44;190061;608;0.737;8916.91;DKK
22/03/2023;HH_Prog_Display_Alm_202303;6411.43;109636;405;0.852;7595.79;DKK
29/01/2025;Havehjornet_Prog_Video_Alm_202501_kopi;3095.79;336053;1665;0.882;4636.00;EUR
02/07/2023;HH_Prog_Display_Alm_202307;9822.93;137079;903;0.714;11888.07;DKK
16/02/2024;HH_Prog_Video_Alm_202402;35312.62;744589;3842;0.802;52680.45;DKK
13/04/2025;hh_dk_Prog_Display_Havesaeson_202504;1140.54;130929;1056;0.561;2059.43;EUR
08/09/2022;HAVEHJ_Prog_Display_Alm_202209;18083.26;336766;1944;0.721;18592.84;DKK
10/07/2024;HAVEHJ_Prog_Video_Alm_202407;1587.67;269486;815;0.608;3020.44;EUR
06/04/2024;Havehjornet_Prog_Display_Havesaeson_202404;2943.34;66917;252;0.601;2843.27;DKK
03/02/2023;hh_dk_Prog_Display_Alm_202302;3826.99;82325;475;0.728;4151.78;DKK
29/10/2024;HAVEHJ_Prog_Display_Alm_202410;8763.78;173948;1061;0.68;9407.39;DKK
13/11/2024;hh_dk_Prog_Video_BlackFriday_202411;40189.69;578389;2237;0.868;111697.54;DKK
10/02/2024;hh_dk_Prog_Video_Alm_202402;12945.65;315533;1497;0.597;19384.67;DKK
11/11/2024;hh_dk_Prog_Display_BlackFriday_202411_kopi;20992.02;254372;1254;0.619;14994.37;DKK
16/10/2024;HH_Prog_Video_Alm_202410_kopi;19905.87;301351;1198;0.605;29619.51;DKK
16/04/2024;HH_Prog_Video_Havesaeson_202404;9244.36;135253;462;0.876;16911.31;DKK
16/11/2025;HH_Prog_Video_BlackFriday_202511;1240.96;215196;843;0.632;2464.12;EUR
07/09/2023;HAVEHJ_Prog_Video_Alm_202309;14311.29;338534;872;0.789;26941.80;DKK
25/07/2024;Havehjornet_Prog_Display_Alm_202407;16162.28;186189;944;0.873;24012.28;DKK
16/03/2023;hh_dk_Prog_Display_Alm_202303;1132.00;238617;1055;0.566;1423.86;EUR
04/09/2025;Havehjornet_Prog_Video_Alm_202509;40296.28;1335672;4075;0.897;91029.15;DKK
25/01/2025;hh_dk_Prog_Video_Alm_202501;5623.01;142953;496;0.703;15615.38;DKK
16/01/2022;Havehjornet_Prog_Video_Alm_202201_kopi;9564.63;132367;614;0.833;15040.19;DKK
08/10/2025;Havehjornet_Prog_Display_Alm_202510;17413.25;230315;1086;0.602;16321.95;DKK
23/04/2022;Havehjornet_Prog_Video_Havesaeson_202204;21900.51;264869;1615;0.805;43994.80;DKK
24/01/2025;HH_Prog_Video_Alm_202501;3185.37;728455;1980;0.65;6434.91;EUR
18/01/2024;HH_Prog_Display_Alm_202401;23429.69;373651;1626;0.562;26651.36;DKK
30/01/2025;HH_Prog_Video_Alm_202501;14054.15;219071;1502;0.87;33586.17;DKK
02/02/2022;HH_Prog_Display_Alm_202202;23054.84;556557;1293;0.744;24198.39;DKK
23/04/2025;hh_dk_Prog_Video_Havesaeson_202504;11864.63;204645;1322;0.616;29497.14;DKK
05/05/2025;hh_dk_Prog_Video_Havesaeson_202505;28967.66;630515;2577;0.689;46729.06;DKK
30/10/2023;HAVEHJ_Prog_Display_Alm_202310;3915.88;62501;235;0.881;4818.25;DKK
12/11/2022;HAVEHJ_Prog_Display_BlackFriday_202211;8716.91;204725;687;0.588;16833.10;DKK
16/01/2023;HAVEHJ_Prog_Video_Alm_202301;20623.61;372252;1988;0.569;32626.99;DKK
28/02/2022;Havehjornet_Prog_Display_Alm_202202;16355.14;353606;1238;0.622;18537.96;DKK
25/02/2022;hh_dk_Prog_Display_Alm_202202_kopi;5366.75;66462;646;0.813;5615.34;DKK
29/08/2025;hh_dk_Prog_Display_Alm_202508;12927.13;408171;1253;0.554;14203.98;DKK
15/09/2022;HH_Prog_Display_Alm_202209;7337.40;86753;390;0.702;9252.08;DKK
09/04/2023;HAVEHJ_Prog_Display_Havesaeson_202304;6965.83;160439;436;0.754;7409.01;DKK
03/07/2023;Havehjornet_Prog_Display_Alm_202307;14160.77;180000;1582;0.658;13614.97;DKK
06/09/2024;HAVEHJ_Prog_Video_Alm_202409;26073.96;421729;1540;0.68;48965.44;DKK
11/11/2023;HAVEHJ_Prog_Video_BlackFriday_202311_kopi;22953.50;596924;1236;0.893;46014.25;DKK
21/03/2024;hh_dk_Prog_Video_Alm_202403;16511.43;291735;1930;0.772;26719.00;DKK
28/12/2022;hh_dk_Prog_Video_Jul_202212;19832.07;250453;1087;0.703;47126.18;DKK
09/01/2023;HH_Prog_Video_Alm_202301;14901.01;176036;935;0.819;39515.65;DKK
26/09/2024;HH_Prog_Video_Alm_202409;3131.54;340491;1248;0.587;6260.82;EUR
21/07/2025;hh_dk_Prog_Display_Alm_202507;2486.75;518746;1402;0.603;3494.97;EUR
06/11/2025;HAVEHJ_Prog_Display_BlackFriday_202511_kopi;18436.50;213452;1468;0.876;23711.06;DKK
15/09/2025;HAVEHJ_Prog_Video_Alm_202509_kopi;18054.01;551312;1043;0.631;34114.68;DKK
20/05/2023;hh_dk_Prog_Video_Havesaeson_202305;30046.90;693098;1882;0.746;77422.00;DKK
14/03/2023;hh_dk_Prog_Video_Alm_202303;14027.66;155928;1232;0.622;38881.97;DKK
27/09/2022;HAVEHJ_Prog_Video_Alm_202209;17676.55;209472;1040;0.636;34479.38;DKK
05/03/2024;HH_Prog_Display_Alm_202403_kopi;13759.37;264583;1665;0.845;18730.80;DKK
31/10/2023;HAVEHJ_Prog_Display_Alm_202310_kopi;14572.88;255983;1208;0.862;12108.94;DKK
11/10/2025;Havehjornet_Prog_Display_Alm_202510_kopi;2158.28;36370;133;0.558;2605.42;DKK
23/04/2023;HH_Prog_Display_Havesaeson_202304;4774.23;59118;400;0.595;7176.79;DKK
10/03/2023;HH_Prog_Display_Alm_202303;5797.72;182811;597;0.705;8286.90;DKK
19/03/2024;HH_Prog_Video_Alm_202403;19665.63;354900;1383;0.626;40553.13;DKK
29/07/2023;HAVEHJ_Prog_Video_Alm_202307;5846.74;73071;502;0.608;10855.97;DKK
13/01/2024;hh_dk_Prog_Display_Alm_202401;11570.89;134485;1313;0.615;18427.21;DKK
29/03/2022;Havehjornet_Prog_Video_Alm_202203;21156.10;353651;2478;0.873;37065.81;DKK
30/12/2023;Havehjornet_Prog_Display_Jul_202312;25695.86;751005;2122;0.765;36114.99;DKK
21/07/2024;HH_Prog_Video_Alm_202407_kopi;6042.78;76358;614;0.703;10904.07;DKK
21/10/2022;hh_dk_Prog_Video_Alm_202210;14793.93;178404;1035;0.696;24891.39;DKK
06/02/2022;Havehjornet_Prog_Display_Alm_202202;1497.70;144176;758;0.589;2166.28;EUR
22/09/2022;HAVEHJ_Prog_Video_Alm_202209;25665.00;373872;2431;0.745;40190.17;DKK
15/07/2025;HAVEHJ_Prog_Display_Alm_202507;19869.69;302484;1936;0.879;17214.52;DKK
11/02/2022;Havehjornet_Prog_Display_Alm_202202;8904.62;273928;636;0.716;11163.84;DKK
31/07/2024;hh_dk_Prog_Video_Alm_202407;16143.00;269452;1191;0.606;30345.21;DKK
26/12/2024;Havehjornet_Prog_Display_Jul_202412;10056.38;223613;901;0.691;13640.06;DKK
10/06/2025;HAVEHJ_Prog_Video_Havesaeson_202506;40514.13;457576;2863;0.611;91834.80;DKK
19/12/2023;HH_Prog_Display_Jul_202312;12971.43;286645;711;0.746;15668.57;DKK
24/03/2025;Havehjornet_Prog_Display_Alm_202503;8889.30;191447;491;0.89;10966.13;DKK
05/05/2024;HH_Prog_Display_Havesaeson_202405;4759.57;129601;302;0.739;6357.76;DKK
16/06/2024;HH_Prog_Video_Havesaeson_202406;30876.38;412315;2387;0.882;43395.58;DKK
11/05/2023;hh_dk_Prog_Display_Havesaeson_202305;3058.16;437474;2422;0.618;4101.69;EUR
29/12/2022;HH_Prog_Display_Jul_202212;15979.23;258467;1460;0.698;16038.59;DKK
24/03/2022;Havehjornet_Prog_Video_Alm_202203;11965.59;191961;637;0.834;18129.29;DKK
24/11/2022;HH_Prog_Video_BlackFriday_202211;13449.84;152455;870;0.749;30136.30;DKK
05/07/2024;HH_Prog_Display_Alm_202407;9110.52;265257;606;0.839;10627.16;DKK
19/11/2024;hh_dk_Prog_Display_BlackFriday_202411;11610.77;382006;1367;0.626;19967.46;DKK
01/04/2024;Havehjornet_Prog_Video_Havesaeson_202404;3330.87;451929;1538;0.567;5601.27;EUR
03/05/2023;hh_dk_Prog_Display_Havesaeson_202305;16409.20;506351;1552;0.778;19659.42;DKK
29/08/2024;HAVEHJ_Prog_Display_Alm_202408;25108.64;318791;1297;0.892;25061.83;DKK
13/03/2022;HH_Prog_Display_Alm_202203_kopi;15103.26;424795;861;0.629;16293.41;DKK
03/05/2025;Havehjornet_Prog_Display_Havesaeson_202505;19179.65;535407;1263;0.57;23156.17;DKK
22/05/2023;HH_Prog_Video_Havesaeson_202305;25619.64;324148;1514;0.776;68909.92;DKK
12/05/2024;HAVEHJ_Prog_Display_Havesaeson_202405;6689.47;143617;735;0.578;10782.00;DKK
15/10/2022;hh_dk_Prog_Display_Alm_202210;11082.03;249965;1207;0.638;12397.48;DKK
24/02/2022;hh_dk_Prog_Video_Alm_202202;21933.22;284984;1113;0.869;32282.85;DKK
04/10/2023;Havehjornet_Prog_Video_Alm_202310;23220.97;303447;1602;0.624;34767.14;DKK
08/03/2022;Havehjornet_Prog_Display_Alm_202203;28962.21;363819;1465;0.723;30599.90;DKK
17/11/2023;Havehjornet_Prog_Video_BlackFriday_202311;36720.19;693689;3426;0.624;54239.98;DKK
15/12/2025;HAVEHJ_Prog_Display_Jul_202512;535.59;58796;420;0.763;574.85;EUR
21/05/2023;HAVEHJ_Prog_Display_Havesaeson_202305;11657.27;281966;662;0.797;14824.47;DKK
17/04/2022;HAVEHJ_Prog_Display_Havesaeson_202204;18160.76;201864;913;0.815;24210.97;DKK
24/08/2024;HAVEHJ_Prog_Display_Alm_202408;5278.25;152211;270;0.762;6070.61;DKK
02/12/2025;HAVEHJ_Prog_Display_Jul_202512;11746.34;135087;840;0.829;12728.80;DKK
02/01/2025;HH_Prog_Display_Alm_202501_kopi;15988.87;292115;1543;0.568;23750.96;DKK
22/11/2023;Havehjornet_Prog_Video_BlackFriday_202311_kopi;25159.49;461210;1450;0.669;44525.19;DKK
19/02/2022;hh_dk_Prog_Video_Alm_202202;18162.81;498280;1613;0.833;27173.25;DKK
09/07/2025;HH_Prog_Video_Alm_202507;17598.91;242820;1012;0.615;35606.79;DKK
08/07/2025;HAVEHJ_Prog_Display_Alm_202507;10450.73;136427;582;0.753;10228.50;DKK
27/06/2025;HH_Prog_Display_Havesaeson_202506;31857.14;479326;2654;0.614;37725.36;DKK
12/10/2024;hh_dk_Prog_Video_Alm_202410;29032.13;375457;2920;0.65;45331.52;DKK
24/05/2023;hh_dk_Prog_Display_Havesaeson_202305;11727.98;327347;587;0.878;11572.50;DKK
20/01/2025;HAVEHJ_Prog_Video_Alm_202501;4627.15;499627;3851;0.57;11348.26;EUR
15/01/2025;HH_Prog_Video_Alm_202501;16179.22;202188;1201;0.643;26794.70;DKK
27/12/2023;hh_dk_Prog_Video_Jul_202312;1321.97;127954;908;0.577;3327.33;EUR
15/07/2025;HAVEHJ_Prog_Video_Alm_202507;4873.25;84465;566;0.675;9371.57;DKK
29/02/2024;Havehjornet_Prog_Video_Alm_202402;34284.79;457295;1877;0.785;62152.99;DKK
15/05/2024;Havehjornet_Prog_Display_Havesaeson_202405;8859.42;271986;644;0.895;11282.87;DKK
18/09/2025;HH_Prog_Video_Alm_202509;30760.43;583353;2163;0.756;71965.09;DKK
22/05/2025;HH_Prog_Display_Havesaeson_202505;10737.60;194596;676;0.781;14431.83;DKK
13/10/2025;Havehjornet_Prog_Display_Alm_202510;10037.51;154965;773;0.74;10569.61;DKK
04/07/2022;Havehjornet_Prog_Display_Alm_202207_kopi;2979.28;432504;1860;0.826;3847.27;EUR
11/06/2025;HH_Prog_Display_Havesaeson_202506;14170.11;179105;973;0.84;18440.49;DKK
30/09/2023;HAVEHJ_Prog_Display_Alm_202309;14014.02;170881;1221;0.557;20217.89;DKK
20/11/2024;Havehjornet_Prog_Video_BlackFriday_202411;29536.73;584464;1660;0.79;71463.22;DKK
17/08/2024;HH_Prog_Video_Alm_202408;22894.19;366104;2647;0.86;43398.83;DKK
27/10/2023;hh_dk_Prog_Display_Alm_202310;2101.16;455030;1102;0.809;2212.52;EUR
04/07/2022;hh_dk_Prog_Video_Alm_202207;12675.81;383100;728;0.556;21006.98;DKK
11/12/2022;hh_dk_Prog_Display_Jul_202212;18069.40;585722;1579;0.744;21545.23;DKK
26/09/2023;Havehjornet_Prog_Video_Alm_202309;39276.16;728062;3289;0.733;68843.61;DKK
27/07/2025;Havehjornet_Prog_Display_Alm_202507;26440.02;297217;3278;0.809;29467.68;DKK
14/04/2023;Havehjornet_Prog_Display_Havesaeson_202304;8614.25;231402;735;0.605;10271.21;DKK
28/09/2023;hh_dk_Prog_Display_Alm_202309;10950.91;207381;872;0.851;12297.29;DKK
19/07/2023;hh_dk_Prog_Display_Alm_202307;34797.91;427172;2327;0.636;44221.22;DKK
08/11/2025;HH_Prog_Video_BlackFriday_202511_kopi;2520.24;315256;1365;0.826;4056.69;EUR
28/02/2024;HH_Prog_Display_Alm_202402;8106.92;194353;446;0.648;13118.65;DKK
01/04/2023;HH_Prog_Display_Havesaeson_202304;6545.53;110454;396;0.594;5560.64;DKK
16/06/2022;HH_Prog_Video_Havesaeson_202206;42933.76;556109;4245;0.898;69758.80;DKK
26/08/2023;Havehjornet_Prog_Video_Alm_202308;27944.38;604945;1584;0.561;66088.46;DKK
28/08/2022;Havehjornet_Prog_Display_Alm_202208;16496.03;183888;1257;0.558;21076.08;DKK
11/01/2025;HAVEHJ_Prog_Display_Alm_202501;10465.34;117130;727;0.56;11486.72;DKK
08/08/2024;HH_Prog_Video_Alm_202408;1567.49;347570;918;0.836;3403.36;EUR
26/01/2023;HH_Prog_Video_Alm_202301;7958.61;264597;983;0.64;11142.58;DKK
12/02/2024;hh_dk_Prog_Display_Alm_202402;820.20;134575;445;0.831;631.14;EUR
28/05/2024;HH_Prog_Display_Havesaeson_202405_kopi;9525.15;275146;505;0.757;13024.06;DKK
05/01/2025;Havehjornet_Prog_Video_Alm_202501;8103.09;246715;519;0.627;11560.00;DKK
16/08/2024;HAVEHJ_Prog_Display_Alm_202408;2924.54;404028;1784;0.558;2937.04;EUR
21/01/2023;hh_dk_Prog_Video_Alm_202301;25113.69;564750;1422;0.702;45861.78;DKK
10/05/2023;Havehjornet_Prog_Display_Havesaeson_202305;8033.19;136227;532;0.847;9811.91;DKK
02/07/2025;HAVEHJ_Prog_Video_Alm_202507;10344.69;115264;606;0.565;18029.87;DKK
26/07/2025;HAVEHJ_Prog_Video_Alm_202507;15451.76;244208;1190;0.687;36525.29;DKK
04/06/2024;Havehjornet_Prog_Display_Havesaeson_202406;2578.50;363733;1034;0.85;4463.49;EUR
22/10/2024;HAVEHJ_Prog_Display_Alm_202410;19928.73;264356;2192;0.825;27557.40;DKK
02/04/2022;HAVEHJ_Prog_Video_Havesaeson_202204;14151.64;318704;1005;0.56;32477.59;DKK
30/05/2024;HH_Prog_Video_Havesaeson_202405;20720.57;461698;1061;0.702;38834.12;DKK
30/03/2025;hh_dk_Prog_Video_Alm_202503;2187.05;217883;1266;0.614;3174.17;EUR
05/11/2023;Havehjornet_Prog_Display_BlackFriday_202311;6304.41;73822;328;0.785;7716.10;DKK
08/08/2023;HAVEHJ_Prog_Display_Alm_202308_kopi;9367.06;123641;896;0.89;9424.68;DKK
21/08/2023;HAVEHJ_Prog_Video_Alm_202308;26144.87;463970;1505;0.613;46531.78;DKK
02/06/2023;HAVEHJ_Prog_Video_Havesaeson_202306;22766.20;352955;1446;0.797;34882.87;DKK
29/01/2022;HH_Prog_Display_Alm_202201;4276.00;561383;1738;0.864;5518.64;EUR
15/11/2024;hh_dk_Prog_Video_BlackFriday_202411;803.67;150586;402;0.826;1628.16;EUR
18/07/2023;HAVEHJ_Prog_Video_Alm_202307;8318.69;258478;489;0.685;15988.22;DKK
12/01/2022;Havehjornet_Prog_Display_Alm_202201;9407.59;219562;574;0.684;9250.00;DKK
19/05/2025;Havehjornet_Prog_Video_Havesaeson_202505;28795.69;335820;1934;0.845;43512.06;DKK
17/11/2025;HH_Prog_Video_BlackFriday_202511_kopi;36352.10;477789;1827;0.586;63919.48;DKK
16/11/2022;HH_Prog_Video_BlackFriday_202211;25420.93;429474;3010;0.816;44916.65;DKK
03/04/2022;HAVEHJ_Prog_Video_Havesaeson_202204;14790.70;232244;1697;0.75;38503.38;DKK
17/06/2023;hh_dk_Prog_Display_Havesaeson_202306;7347.68;135010;525;0.598;8888.34;DKK
20/03/2022;HAVEHJ_Prog_Video_Alm_202203;19818.59;606699;1201;0.566;41802.06;DKK
22/02/2022;hh_dk_Prog_Display_Alm_202202;15759.14;196523;1133;0.779;18472.04;DKK
14/01/2024;HH_Prog_Video_Alm_202401;28280.42;362217;1726;0.785;46215.57;DKK
07/04/2022;HAVEHJ_Prog_Video_Havesaeson_202204;27546.66;664334;1678;0.686;43401.08;DKK
30/09/2025;HAVEHJ_Prog_Video_Alm_202509;18820.59;252263;1190;0.799;42068.45;DKK
31/03/2023;Havehjornet_Prog_Video_Alm_202303;14112.67;189525;1076;0.701;36393.28;DKK
04/01/2023;HAVEHJ_Prog_Video_Alm_202301;18994.99;229854;987;0.694;47461.22;DKK
23/10/2025;Havehjornet_Prog_Display_Alm_202510;2419.28;283676;1187;0.823;1962.01;EUR
11/09/2025;HAVEHJ_Prog_Display_Alm_202509;2175.70;244548;881;0.845;2757.91;EUR
31/01/2023;HAVEHJ_Prog_Video_Alm_202301;24481.29;682841;2401;0.899;47674.55;DKK
23/04/2025;hh_dk_Prog_Display_Havesaeson_202504_kopi;14640.04;231120;1212;0.73;11099.87;DKK
23/09/2025;hh_dk_Prog_Display_Alm_202509_kopi;2658.06;50279;181;0.652;2526.91;DKK
30/10/2023;HAVEHJ_Prog_Display_Alm_202310;3915.88;62501;235;0.881;4818.25;DKK
14/10/2022;HAVEHJ_Prog_Display_Alm_202210;8375.33;162188;729;0.67;10572.11;DKK
04/03/2024;HAVEHJ_Prog_Video_Alm_202403;9214.44;163424;711;0.717;12653.97;DKK
09/05/2025;Havehjornet_Prog_Video_Havesaeson_202505;23770.39;508908;1710;0.84;42056.70;DKK
19/05/2022;hh_dk_Prog_Display_Havesaeson_202205;16640.46;285279;2064;0.667;19206.88;DKK
06/12/2022;hh_dk_Prog_Video_Jul_202212;2543.51;230048;1706;0.889;5505.69;EUR
22/09/2022;HAVEHJ_Prog_Display_Alm_202209;1305.05;195618;729;0.67;1414.41;EUR
24/11/2025;hh_dk_Prog_Video_BlackFriday_202511;56584.68;1321804;2949;0.724;90357.27;DKK
05/11/2025;HAVEHJ_Prog_Video_BlackFriday_202511;41775.87;754983;4116;0.79;112475.14;DKK
03/10/2024;Havehjornet_Prog_Video_Alm_202410;9912.15;139134;558;0.586;17230.15;DKK
03/06/2024;hh_dk_Prog_Display_Havesaeson_202406;13140.88;175173;804;0.705;24037.63;DKK
31/05/2025;hh_dk_Prog_Video_Havesaeson_202505;4020.52;592750;1882;0.588;6437.86;EUR
18/10/2024;HH_Prog_Display_Alm_202410;13855.07;355373;735;0.716;19271.92;DKK
