Campaign name;Amount spent (DKK);Impressions;Link clicks;Purchases;Purchase conversion value;date_str;currency
Havehjornet_Social_Retargeting_Alm_202402;77,92;3286;81;3;186,46;06.02.2024;EUR
hh_dk_Social_Prospecting_Jul_202512;8033,20;43619;1395;34;22640,52;12.12.2025;DKK
HH_Social_Retargeting_Alm_202407;6062,35;37050;997;26;14042,46;16.07.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202201;6804,96;92585;1718;29;22020,83;30.01.2022;DKK
hh_dk_Social_Prospecting_Havesaeson_202405;18690,22;249228;5406;85;47080,48;08.05.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202301_kopi;11171,16;102252;1793;46;26734,44;05.01.2023;DKK
hh_dk_Social_Prospecting_Havesaeson_202305;27401,35;517988;4016;147;86424,79;16.05.2023;DKK
hh_dk_Social_Retargeting_Havesaeson_202406;1248,35;56675;2102;45;3922,95;06.06.2024;EUR
Havehjornet_Social_Retargeting_Alm_202209;8774,44;164580;1316;34;23458,85;24.09.2022;DKK
Havehjornet_Social_Retargeting_Alm_202203;8111,55;41141;1144;39;24598,61;14.03.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202403;12048,53;82820;1566;55;31846,75;11.03.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202505;3972,23;260413;4317;133;8465,38;23.05.2025;EUR
Havehjornet_Social_Retargeting_BlackFriday_202211;3881,81;65401;693;14;8575,72;03.11.2022;DKK
Havehjornet_Social_Prospecting_BlackFriday_202511;6038,07;81686;1268;27;19489,47;22.11.2025;DKK
HH_Social_Retargeting_Havesaeson_202205;17542,78;295152;3675;70;62536,31;19.05.2022;DKK
Havehjornet_Social_Retargeting_Alm_202308;10041,89;110827;1887;39;25110,10;08.08.2023;DKK
Havehjornet_Social_Retargeting_Alm_202202;5801,20;55646;1252;29;16508,67;04.02.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202408;17940,48;93385;5047;93;50940,70;26.08.2024;DKK
hh_dk_Social_Retargeting_Alm_202209;1122,10;6171;294;4;2678,98;19.09.2022;DKK
Havehjornet_Social_Retargeting_Alm_202208;11169,45;202007;3289;49;35187,93;09.08.2022;DKK
HH_Social_Retargeting_Havesaeson_202206;15318,39;100520;3123;71;33135,27;05.06.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202404;526,07;35475;582;16;1133,22;20.04.2024;EUR
HH_Social_Retargeting_Alm_202409;5849,77;33173;1861;27;18089,17;03.09.2024;DKK
HH_Social_Retargeting_Jul_202312;9867,62;87220;1533;50;26486,11;03.12.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202504;14458,46;132171;2533;81;29985,55;27.04.2025;DKK
HH_Social_Retargeting_Alm_202302;19291,09;184001;2442;83;51329,07;06.02.2023;DKK
Havehjornet_Social_Prospecting_Alm_202310;3720,20;546232;4282;142;12720,81;18.10.2023;EUR
Havehjornet_Social_Prospecting_Alm_202402;36313,03;623424;5729;200;115078,80;19.02.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202408;42526,20;254809;7616;175;138286,42;05.08.2024;DKK
Havehjornet_Social_Prospecting_Alm_202310;14281,32;135402;3045;67;44053,72;25.10.2023;DKK
Havehjornet_Social_Prospecting_Alm_202401;20893,17;147617;3385;86;62561,00;31.01.2024;DKK
hh_dk_Social_Retargeting_Jul_202412;4911,03;80549;745;20;14523,99;01.12.2024;DKK
HH_Social_Retargeting_Alm_202303;1341,22;78552;2490;50;3035,78;23.03.2023;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202304;63529,28;474941;8110;349;199281,66;28.04.2023;DKK
Havehjornet_Social_Prospecting_Havesaeson_202506;639,69;50888;616;20;1443,21;13.06.2025;EUR
HH_Social_Retargeting_Alm_202307_kopi;937,26;82105;1571;25;2244,54;18.07.2023;EUR
hh_dk_Social_Retargeting_Alm_202207;9975,61;83162;2138;42;22805,37;08.07.2022;DKK
HH_Social_Retargeting_BlackFriday_202211;7682,20;61959;1161;31;21576,29;01.11.2022;DKK
Havehjornet_Social_Retargeting_Alm_202309;14936,66;228399;1933;59;64813,21;04.09.2023;DKK
HAVEHJ_Social_Retargeting_Jul_202312;1282,62;50426;1487;37;3144,25;23.12.2023;EUR
HAVEHJ_Social_Retargeting_Alm_202208;6020,38;54180;844;29;13207,73;04.08.2022;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202205;3267,81;23252;465;12;7650,68;18.05.2022;DKK
HH_Social_Retargeting_Jul_202212;13239,93;124689;2479;63;29160,76;16.12.2022;DKK
HH_Social_Retargeting_Alm_202210;6816,25;49413;930;30;20650,52;09.10.2022;DKK
Havehjornet_Social_Prospecting_BlackFriday_202311;40108,74;356219;6601;172;101323,62;28.11.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202203;3133,86;38231;671;12;8745,40;20.03.2022;DKK
hh_dk_Social_Retargeting_Alm_202410;3508,09;65024;734;13;11085,72;11.10.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202504;5095,35;64883;860;24;9716,23;04.04.2025;DKK
hh_dk_Social_Prospecting_Alm_202509;1579,87;122838;2210;65;4121,71;16.09.2025;EUR
Havehjornet_Social_Retargeting_Alm_202501;6343,50;34960;831;23;11382,55;30.01.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;12756,98;80293;1816;52;33344,63;02.05.2022;DKK
hh_dk_Social_Retargeting_Alm_202207;15468,50;125140;3157;74;41422,61;23.07.2022;DKK
Havehjornet_Social_Prospecting_Alm_202601;7510,08;85503;976;35;18206,36;03.01.2026;DKK
Havehjornet_Social_Prospecting_Havesaeson_202206;6632,18;38946;1274;36;21318,86;28.06.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202205;6861,11;82180;1010;29;17348,95;04.05.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202203;19904,66;105477;2788;112;58783,86;25.03.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202505;1890,95;15084;311;9;5494,33;13.05.2025;DKK
hh_dk_Social_Retargeting_Havesaeson_202304;9413,01;67228;2070;46;26884,12;11.04.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202510;34949,25;267225;4623;146;87608,03;24.10.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202403;2918,14;125094;4562;114;8832,58;28.03.2024;EUR
HH_Social_Retargeting_Alm_202309;6318,13;38530;1307;31;16446,13;13.09.2023;DKK
HH_Social_Retargeting_Alm_202208;16385,05;294663;2355;63;47212,60;17.08.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;7264,92;40405;1472;33;18901,70;22.05.2022;DKK
HH_Social_Retargeting_Havesaeson_202406;1271,18;120838;2464;36;2650,28;02.06.2024;EUR
HH_Social_Prospecting_Alm_202302;14573,75;145098;2397;72;49018,84;01.02.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202202_kopi;540,93;54152;643;16;1086,19;24.02.2022;EUR
HH_Social_Prospecting_Alm_202501;6836,39;114855;1691;37;23552,46;27.01.2025;DKK
hh_dk_Social_Retargeting_Alm_202410;8446,27;112293;2309;42;28121,57;31.10.2024;DKK
hh_dk_Social_Retargeting_Alm_202203;7229,22;60451;1472;27;21881,77;01.03.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202509;8758,51;49967;1893;38;21180,87;20.09.2025;DKK
hh_dk_Social_Retargeting_Alm_202201_kopi;1867,92;14071;503;7;4815,63;17.01.2022;DKK
Havehjornet_Social_Retargeting_Alm_202401;3381,73;18338;461;17;7385,45;28.01.2024;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202311;1097,26;134996;2592;32;3255,98;30.11.2023;EUR
Havehjornet_Social_Prospecting_Jul_202512;1627,62;101226;1943;54;4169,22;27.12.2025;EUR
HAVEHJ_Social_Prospecting_Alm_202308;4480,88;632082;5052;140;10191,26;03.08.2023;EUR
Havehjornet_Social_Retargeting_Alm_202310;10529,42;80882;1882;41;22897,70;04.10.2023;DKK
hh_dk_Social_Retargeting_Alm_202407;3647,98;34220;1002;16;8898,72;26.07.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202308;21650,76;335170;5763;101;59486,46;12.08.2023;DKK
Havehjornet_Social_Retargeting_Alm_202402_kopi;1766,10;173178;1701;66;6784,54;08.02.2024;EUR
Havehjornet_Social_Prospecting_Havesaeson_202505;52349,83;378637;12095;254;138904,26;29.05.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202505;12779,02;101443;3418;64;37538,79;27.05.2025;DKK
hh_dk_Social_Prospecting_Alm_202507;2026,13;246301;4250;85;7388,25;21.07.2025;EUR
hh_dk_Social_Retargeting_BlackFriday_202511;1117,48;129903;1319;35;3011,90;04.11.2025;EUR
HAVEHJ_Social_Prospecting_Alm_202509_kopi;13977,06;230343;2390;77;30683,83;21.09.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202510;18230,50;131218;3332;89;46606,79;05.10.2025;DKK
Havehjornet_Social_Prospecting_Havesaeson_202305;24070,63;146701;3121;111;99933,25;04.05.2023;DKK
HH_Social_Retargeting_Havesaeson_202504;4880,94;86112;698;20;15693,72;25.04.2025;DKK
hh_dk_Social_Prospecting_Alm_202209;8045,11;58399;1121;37;25912,24;17.09.2022;DKK
hh_dk_Social_Prospecting_Havesaeson_202405;8277,90;52728;2460;44;18390,58;26.05.2024;DKK
hh_dk_Social_Retargeting_Alm_202509;5374,92;32682;918;23;14018,96;05.09.2025;DKK
Havehjornet_Social_Retargeting_Alm_202207;11161,72;212462;1651;52;32235,75;19.07.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202504;1009,65;40011;1235;35;2356,88;29.04.2025;EUR
HH_Social_Prospecting_BlackFriday_202211;11556,47;107712;2219;52;32288,86;10.11.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202507;963,33;77326;1325;29;2103,62;03.07.2025;EUR
Havehjornet_Social_Prospecting_BlackFriday_202311;31169,24;197924;4788;143;106825,47;14.11.2023;DKK
HH_Social_Prospecting_Havesaeson_202306;14321,78;77233;3142;65;42146,64;20.06.2023;DKK
Havehjornet_Social_Retargeting_Alm_202407;6665,86;46610;1177;27;18294,00;01.07.2024;DKK
HH_Social_Prospecting_Alm_202202;14786,68;116290;2312;68;41949,86;06.02.2022;DKK
hh_dk_Social_Prospecting_Havesaeson_202406;5197,04;36562;993;28;12693,34;24.06.2024;DKK
HH_Social_Retargeting_Alm_202207;8836,53;108414;1724;41;23812,18;16.07.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202402;30099,67;190592;7615;130;68830,26;27.02.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202405;80488,18;572385;16204;345;157260,56;18.05.2024;DKK
HH_Social_Retargeting_Havesaeson_202304;888,87;40623;1663;24;2410,54;23.04.2023;EUR
hh_dk_Social_Retargeting_Jul_202212;12547,34;152824;1628;53;27292,13;30.12.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202403;32467,19;175931;8270;179;83908,98;02.03.2024;DKK
HH_Social_Prospecting_BlackFriday_202311;17508,55;120306;2221;85;62774,57;16.11.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202210;7449,84;54898;1280;32;14078,45;04.10.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202205;8102,03;87005;1210;32;23308,89;23.05.2022;DKK
Havehjornet_Social_Retargeting_Jul_202412;6417,58;104842;1231;30;18230,91;31.12.2024;DKK
Havehjornet_Social_Prospecting_Alm_202203;12205,42;602274;26545;440;32572,65;11.03.2022;EUR
HH_Social_Retargeting_Alm_202310;2845,31;18432;373;11;6482,52;16.10.2023;DKK
Havehjornet_Social_Prospecting_Alm_202207;12756,07;113713;1931;63;39591,84;27.07.2022;DKK
hh_dk_Social_Prospecting_Alm_202408;14321,06;119334;2752;64;34265,32;09.08.2024;DKK
hh_dk_Social_Retargeting_Alm_202210;7144,34;62010;1074;35;19545,10;16.10.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202407;41889,03;632360;6478;188;100520,72;22.07.2024;DKK
hh_dk_Social_Prospecting_Alm_202408;972,87;52056;1967;38;2588,87;21.08.2024;EUR
HAVEHJ_Social_Prospecting_Alm_202402;40372,68;517890;9022;191;87322,88;21.02.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202408;8292,45;76275;2711;32;22586,35;01.08.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202210;20208,92;104295;3130;88;66695,11;21.10.2022;DKK
HH_Social_Prospecting_Alm_202308;93126,93;1192605;24865;469;218170,06;09.08.2023;DKK
HH_Social_Retargeting_Alm_202502;13904,87;74534;2735;60;37519,76;20.02.2025;DKK
HH_Social_Retargeting_BlackFriday_202311;6641,06;59092;2041;26;13143,02;13.11.2023;DKK
hh_dk_Social_Prospecting_BlackFriday_202211;3928,79;307073;7984;150;10584,07;08.11.2022;EUR
hh_dk_Social_Retargeting_Havesaeson_202206;5903,30;34928;784;24;21182,07;26.06.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202504;6682,90;106034;1285;29;13192,90;07.04.2025;DKK
hh_dk_Social_Retargeting_Alm_202302;11835,17;192626;1703;46;27347,04;08.02.2023;DKK
hh_dk_Social_Prospecting_Alm_202203;30403,45;259958;5294;145;93517,41;05.03.2022;DKK
HH_Social_Prospecting_Alm_202210;14581,84;224515;2041;66;34814,87;16.10.2022;DKK
hh_dk_Social_Retargeting_Havesaeson_202506;2663,10;25740;469;10;7383,40;10.06.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202208;6522,48;114518;1152;32;15372,36;03.08.2022;DKK
HH_Social_Prospecting_Havesaeson_202405;55585,56;653660;9795;227;162324,73;16.05.2024;DKK
HAVEHJ_Social_Retargeting_BlackFriday_202511;190,08;11851;303;5;451,02;09.11.2025;EUR
hh_dk_Social_Prospecting_Havesaeson_202306_kopi;3644,21;189938;3506;114;8636,46;01.06.2023;EUR
Havehjornet_Social_Prospecting_Alm_202509;21512,65;107910;3637;106;65329,08;07.09.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202203;9478,64;121659;2752;42;18385,27;16.03.2022;DKK
HH_Social_Prospecting_Havesaeson_202204;1330,95;184099;1309;44;3759,41;08.04.2022;EUR
hh_dk_Social_Prospecting_Jul_202212;2019,60;253536;3635;74;5347,33;15.12.2022;EUR
HH_Social_Prospecting_Alm_202308;2483,55;252382;2540;81;8512,54;15.08.2023;EUR
HAVEHJ_Social_Retargeting_Alm_202508;1233,00;96390;1912;37;3078,76;26.08.2025;EUR
HAVEHJ_Social_Prospecting_BlackFriday_202311_kopi;2704,37;202843;5039;103;8998,52;24.11.2023;EUR
hh_dk_Social_Retargeting_BlackFriday_202511_kopi;9513,73;187389;2925;46;21559,49;15.11.2025;DKK
Havehjornet_Social_Retargeting_Jul_202512;17669,07;89111;2394;79;44780,77;29.12.2025;DKK
HH_Social_Retargeting_BlackFriday_202411;6199,32;112078;1900;22;18899,42;23.11.2024;DKK
HH_Social_Retargeting_Alm_202310_kopi;11291,23;189474;2589;53;22323,75;07.10.2023;DKK
hh_dk_Social_Prospecting_Alm_202401;8294,28;96906;1045;36;26321,59;26.01.2024;DKK
hh_dk_Social_Retargeting_Alm_202410;3155,91;22525;584;12;6837,43;18.10.2024;DKK
hh_dk_Social_Retargeting_Alm_202510;5012,79;69860;902;22;13733,36;25.10.2025;DKK
Havehjornet_Social_Prospecting_Alm_202503;31892,94;356908;4880;160;86342,79;18.03.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202301;8683,94;97147;1218;35;20129,66;15.01.2023;DKK
Havehjornet_Social_Prospecting_Alm_202308_kopi;2168,38;95236;3533;74;6581,97;02.08.2023;EUR
HAVEHJ_Social_Retargeting_Jul_202312;3822,47;40050;549;18;11114,30;28.12.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202502;9008,22;45767;1589;34;24857,34;25.02.2025;DKK
hh_dk_Social_Retargeting_Alm_202208;1179,21;96668;1350;36;2503,71;08.08.2022;EUR
HAVEHJ_Social_Prospecting_Alm_202303_kopi;26279,10;184384;4459;125;100106,16;12.03.2023;DKK
hh_dk_Social_Retargeting_Alm_202508;7516,72;38790;1552;34;17263,95;12.08.2025;DKK
Havehjornet_Social_Retargeting_Havesaeson_202306;3960,94;21344;523;15;7720,80;06.06.2023;DKK
HH_Social_Retargeting_Alm_202508;7239,88;90503;1050;33;14393,72;13.08.2025;DKK
hh_dk_Social_Prospecting_Havesaeson_202405;5366,68;701833;6573;198;16045,74;10.05.2024;EUR
HH_Social_Retargeting_BlackFriday_202211;14056,34;70713;1825;59;35744,17;23.11.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202206;6579,94;63352;1108;29;18616,13;10.06.2022;DKK
Havehjornet_Social_Prospecting_BlackFriday_202311;47349,24;615440;6316;214;138974,89;06.11.2023;DKK
hh_dk_Social_Retargeting_Alm_202410;4033,67;38061;852;17;8196,88;24.10.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202301;8037,98;92346;2375;32;11995,76;26.01.2023;DKK
Havehjornet_Social_Retargeting_Havesaeson_202506;11245,34;61025;3278;43;24737,06;26.06.2025;DKK
Havehjornet_Social_Retargeting_Alm_202408;16842,51;173424;2330;75;32902,66;25.08.2024;DKK
Havehjornet_Social_Prospecting_Havesaeson_202306;17211,70;188741;4422;78;75455,79;28.06.2023;DKK
hh_dk_Social_Retargeting_Alm_202303;1657,07;8507;249;8;4991,93;19.03.2023;DKK
hh_dk_Social_Retargeting_Havesaeson_202405_kopi;13337,64;71064;2472;50;39674,50;20.05.2024;DKK
HH_Social_Retargeting_Havesaeson_202405;4193,88;45000;582;18;10059,94;30.05.2024;DKK
HH_Social_Prospecting_BlackFriday_202411;34230,77;216511;9081;172;66792,87;01.11.2024;DKK
HH_Social_Prospecting_Alm_202510_kopi;2398,11;101197;2965;89;6764,43;22.10.2025;EUR
Havehjornet_Social_Prospecting_Havesaeson_202506;8113,68;64815;1286;44;23876,33;17.06.2025;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202205;13632,97;127945;3738;59;26203,14;26.05.2022;DKK
hh_dk_Social_Retargeting_Alm_202203;9795,37;104702;2644;37;26560,94;24.03.2022;DKK
HH_Social_Retargeting_Alm_202208;1785,92;22660;228;6;5462,12;20.08.2022;DKK
Havehjornet_Social_Retargeting_Havesaeson_202404;6745,89;34810;1669;28;14559,19;13.04.2024;DKK
HH_Social_Prospecting_Alm_202307;2638,41;255472;5820;84;7559,67;09.07.2023;EUR
HH_Social_Prospecting_Alm_202510;18355,58;106053;2345;96;58425,81;01.10.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202501;14056,60;91070;3184;53;32841,14;19.01.2025;DKK
hh_dk_Social_Retargeting_BlackFriday_202411;6034,26;56486;2002;23;20113,66;30.11.2024;DKK
HH_Social_Prospecting_Alm_202301;14284,01;134558;2618;78;39220,95;09.01.2023;DKK
Havehjornet_Social_Prospecting_Alm_202509;26618,72;459647;5520;146;77500,61;05.09.2025;DKK
Havehjornet_Social_Prospecting_Alm_202301_kopi;2145,57;108663;2041;76;5319,83;08.01.2023;EUR
Havehjornet_Social_Retargeting_Alm_202209;6646,26;83048;1186;28;11973,15;10.09.2022;DKK
HAVEHJ_Social_Prospecting_Alm_202302_kopi;8079,48;542206;7565;303;26932,83;14.02.2023;EUR
HAVEHJ_Social_Prospecting_Havesaeson_202505;26383,16;351761;5598;132;102190,33;21.05.2025;DKK
Havehjornet_Social_Retargeting_Alm_202509;14250,91;90012;2315;68;36020,97;27.09.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202209;4719,74;225186;4829;153;17707,62;18.09.2022;EUR
HAVEHJ_Social_Retargeting_Alm_202409;4960,88;40498;769;20;14562,74;23.09.2024;DKK
hh_dk_Social_Prospecting_Havesaeson_202404;23435,67;169514;2980;109;53856,35;15.04.2024;DKK
Havehjornet_Social_Retargeting_Alm_202402;4719,60;38413;720;18;12256,79;02.02.2024;DKK
HH_Social_Retargeting_BlackFriday_202311;5215,19;31510;748;19;11388,95;06.11.2023;DKK
hh_dk_Social_Prospecting_Alm_202408;23805,61;453094;5353;100;69077,74;01.08.2024;DKK
Havehjornet_Social_Retargeting_Alm_202410_kopi;948,67;118017;1226;27;2778,12;10.10.2024;EUR
HH_Social_Retargeting_Alm_202209;5954,92;33588;1804;30;16511,92;22.09.2022;DKK
HAVEHJ_Social_Prospecting_Jul_202312;9766,67;52007;1536;41;33084,20;19.12.2023;DKK
hh_dk_Social_Retargeting_BlackFriday_202211;9489,46;59054;1749;36;32135,19;26.11.2022;DKK
Havehjornet_Social_Retargeting_Jul_202312;2419,24;32415;488;10;4710,81;15.12.2023;DKK
HAVEHJ_Social_Prospecting_BlackFriday_202311;68768,32;415562;9883;293;183687,37;11.11.2023;DKK
HAVEHJ_Social_Prospecting_Alm_202507;2967,16;282665;3947;90;6133,60;03.07.2025;EUR
hh_dk_Social_Prospecting_Havesaeson_202205;26863,47;271496;5840;135;71350,28;24.05.2022;DKK
Havehjornet_Social_Retargeting_Alm_202509;1477,30;83040;1404;52;3790,84;23.09.2025;EUR
HH_Social_Retargeting_Havesaeson_202306;8405,87;53520;1154;41;14144,02;17.06.2023;DKK
hh_dk_Social_Retargeting_Jul_202412;12410,52;102991;2658;59;23912,80;07.12.2024;DKK
HH_Social_Prospecting_Alm_202401;6381,03;115407;1442;32;16812,26;06.01.2024;DKK
HH_Social_Retargeting_Havesaeson_202204;2257,29;29822;494;9;4649,92;12.04.2022;DKK
HH_Social_Prospecting_Jul_202512;16409,16;108354;5398;77;46596,91;02.12.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202503;2803,35;23741;744;11;8547,68;01.03.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202502;2947,53;27639;717;15;6357,58;05.02.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202402;6925,59;41805;921;38;18687,69;07.02.2024;DKK
hh_dk_Social_Prospecting_Alm_202407;10227,38;65859;2656;42;23830,01;10.07.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202207;19009,94;195562;3152;76;53975,50;11.07.2022;DKK
HH_Social_Prospecting_Alm_202208;22037,95;210086;2826;94;89869,89;10.08.2022;DKK
hh_dk_Social_Retargeting_Alm_202310;1378,62;203335;1521;49;3912,45;10.10.2023;EUR
Havehjornet_Social_Prospecting_Havesaeson_202304;26106,79;441309;3958;123;78153,50;24.04.2023;DKK
HH_Social_Retargeting_Alm_202209;426,77;24496;437;14;1266,03;09.09.2022;EUR
Havehjornet_Social_Prospecting_Jul_202212;7226,36;71110;1526;33;23478,74;27.12.2022;DKK
HH_Social_Retargeting_Havesaeson_202204;7232,22;76024;1033;36;18896,20;01.04.2022;DKK
hh_dk_Social_Retargeting_BlackFriday_202211;7432,30;44858;1117;30;19928,48;09.11.2022;DKK
Havehjornet_Social_Retargeting_BlackFriday_202511_kopi;5275,51;44397;1113;22;16148,59;11.11.2025;DKK
Havehjornet_Social_Retargeting_BlackFriday_202411;14261,52;96739;2121;52;34358,11;20.11.2024;DKK
hh_dk_Social_Retargeting_Alm_202509;2306,13;38780;407;11;5299,80;09.09.2025;DKK
hh_dk_Social_Retargeting_Alm_202401;11753,36;114101;2315;54;22268,77;14.01.2024;DKK
HAVEHJ_Social_Retargeting_Havesaeson_202404;13885,39;78925;3241;70;45273,06;16.04.2024;DKK
HAVEHJ_Social_Prospecting_Alm_202202;14252,64;73935;2032;74;31358,31;03.02.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202210;14789,60;159906;2040;67;40076,67;25.10.2022;DKK
HAVEHJ_Social_Retargeting_Jul_202512;11789,94;79091;1846;43;21872,24;15.12.2025;DKK
HH_Social_Prospecting_Havesaeson_202505;29907,04;214380;6001;149;103773,32;24.05.2025;DKK
HH_Social_Prospecting_Alm_202508;35273,91;181247;11114;193;97000,56;31.08.2025;DKK
HAVEHJ_Social_Retargeting_Alm_202308;5555,66;33269;1121;22;13304,20;31.08.2023;DKK
HH_Social_Retargeting_Havesaeson_202504;4702,16;33989;600;17;8675,03;15.04.2025;DKK
HH_Social_Prospecting_Havesaeson_202206;24510,67;125294;8070;121;89374,98;14.06.2022;DKK
HH_Social_Prospecting_Jul_202412_kopi;30880,81;400633;6771;129;85063,76;04.12.2024;DKK
hh_dk_Social_Prospecting_Alm_202301;7087,76;41254;1388;33;18049,21;25.01.2023;DKK
HH_Social_Prospecting_Havesaeson_202405;32860,50;334682;9514;140;105457,61;03.05.2024;DKK
HAVEHJ_Social_Retargeting_Alm_202510_kopi;5897,01;68076;1557;24;14310,54;15.10.2025;DKK
Havehjornet_Social_Retargeting_Alm_202402_kopi;6793,58;35791;1958;33;17798,49;29.02.2024;DKK
hh_dk_Social_Retargeting_Alm_202209_kopi;9446,92;63439;2731;39;17783,24;15.09.2022;DKK
HAVEHJ_Social_Retargeting_Alm_202408;1818,21;70825;1780;51;4844,85;17.08.2024;EUR
HH_Social_Retargeting_Jul_202512;6193,49;91733;890;25;16453,63;08.12.2025;DKK
HAVEHJ_Social_Prospecting_Alm_202309;9698,59;53791;1469;46;29894,32;29.09.2023;DKK
HAVEHJ_Social_Retargeting_Alm_202308;4913,32;33821;620;20;13386,77;22.08.2023;DKK
hh_dk_Social_Prospecting_Jul_202412;17165,72;119112;2219;97;50370,65;22.12.2024;DKK
Havehjornet_Social_Retargeting_Alm_202403;5526,65;53498;1329;23;12246,61;13.03.2024;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202504;1338,68;74680;2119;50;4374,49;16.04.2025;EUR
Havehjornet_Social_Retargeting_Havesaeson_202305;5786,99;63724;1647;22;18588,81;08.05.2023;DKK
HH_Social_Prospecting_Havesaeson_202504;8840,58;46206;1807;36;25777,41;21.04.2025;DKK
Havehjornet_Social_Prospecting_Alm_202502;31024,89;209798;5006;127;65978,33;17.02.2025;DKK
Havehjornet_Social_Retargeting_Alm_202209;6350,00;34779;1131;26;14765,94;23.09.2022;DKK
hh_dk_Social_Prospecting_Alm_202210;13200,53;189434;3057;55;35858,83;29.10.2022;DKK
HAVEHJ_Social_Prospecting_Havesaeson_202405;22738,52;140755;4021;94;40194,49;17.05.2024;DKK
Havehjornet_Social_Retargeting_Jul_202312;973,80;59959;965;27;1803,67;22.12.2023;EUR
HAVEHJ_Social_Retargeting_Havesaeson_202306;6370,41;52208;1292;31;22094,24;14.06.2023;DKK
