kampagne;omkostning;klik;visninger;konverteringer;konv_vaerdi;dato;currency
hh_dk_Search_NonBrand_Alm_202302_kopi;16305.88;2553;60578;57;29381.85;16-02-2023;DKK
Havehjornet_Search_NonBrand_BlackFriday_202411_kopi;12935.01;2087;46784;47;32336.82;18-11-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202504;7048.20;1511;36422;32;22275.05;12-04-2025;DKK
hh_dk_Search_Brand_Alm_202307;3177.59;396;8743;14;9144.71;21-07-2023;DKK
HAVEHJ_Search_Brand_Alm_202209;4194.16;955;14921;19;14681.19;15-09-2022;DKK
Havehjornet_Search_NonBrand_Alm_202410_kopi;20809.92;5106;65265;68;53602.46;19-10-2024;DKK
hh_dk_Search_Brand_Alm_202402;5638.76;1321;26062;24;16317.33;03-02-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202305;9492.62;1167;24945;44;34023.48;21-05-2023;DKK
Havehjornet_Search_Brand_Alm_202308;3614.07;615;12038;20;11490.18;09-08-2023;DKK
hh_dk_Search_Brand_Alm_202409;5671.55;919;22528;27;18753.09;02-09-2024;DKK
hh_dk_Search_NonBrand_Alm_202309;20176.96;2904;57103;60;40314.84;13-09-2023;DKK
HH_Search_NonBrand_Jul_202312;59344.56;8476;301626;212;162859.99;02-12-2023;DKK
HH_Search_Brand_Alm_202401;5097.69;779;14376;27;17730.43;26-01-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202501;1503.88;2242;31464;41;4162.65;02-01-2025;EUR
Havehjornet_Search_NonBrand_Havesaeson_202405;5462.14;6127;103727;118;10737.59;13-05-2024;EUR
HH_Search_Brand_Alm_202208;2150.60;415;7124;11;7594.91;04-08-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202505;28671.20;6887;187250;98;54462.81;26-05-2025;DKK
Havehjornet_Search_Brand_BlackFriday_202511;2109.39;2894;62723;76;5008.15;24-11-2025;EUR
Havehjornet_Search_Brand_Havesaeson_202306;4618.94;767;17797;24;14691.47;30-06-2023;DKK
HH_Search_NonBrand_Alm_202402;22004.27;3375;103954;86;55853.51;12-02-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202207_kopi;10460.76;2127;31879;35;25293.30;22-07-2022;DKK
Havehjornet_Search_NonBrand_Alm_202310_kopi;12533.68;1698;31951;39;21860.97;21-10-2023;DKK
Havehjornet_Search_NonBrand_Alm_202207;1733.35;3124;34664;39;3316.96;23-07-2022;EUR
HAVEHJ_Search_NonBrand_Alm_202502;23259.98;3124;60405;80;65884.08;21-02-2025;DKK
hh_dk_Search_Brand_Havesaeson_202305;11369.04;1644;43555;54;31786.15;12-05-2023;DKK
hh_dk_Search_NonBrand_Alm_202408;5311.26;763;17845;18;9701.41;19-08-2024;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202211;8079.54;2015;24581;30;15923.84;14-11-2022;DKK
HAVEHJ_Search_Brand_Alm_202510;7772.07;1311;21870;31;25662.94;28-10-2025;DKK
HAVEHJ_Search_Brand_Alm_202407;1109.43;175;4689;5;3492.16;27-07-2024;DKK
hh_dk_Search_NonBrand_Alm_202401;6302.77;820;17564;23;13580.16;28-01-2024;DKK
HAVEHJ_Search_Brand_Alm_202409;8946.06;1245;40953;39;25998.15;06-09-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202504;25931.67;3649;91452;91;56150.28;15-04-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202305;19034.16;3967;81309;59;31593.33;26-05-2023;DKK
hh_dk_Search_Brand_Havesaeson_202405;12755.33;1549;44781;63;39391.72;29-05-2024;DKK
HH_Search_NonBrand_Alm_202203;21211.73;4037;61287;62;59812.92;15-03-2022;DKK
HAVEHJ_Search_NonBrand_Alm_202301;24696.34;4563;129860;83;58521.21;27-01-2023;DKK
HH_Search_Brand_Alm_202501;12410.38;1940;43272;60;42681.86;05-01-2025;DKK
hh_dk_Search_Brand_Alm_202508;11987.92;2044;46155;54;33374.64;14-08-2025;DKK
Havehjornet_Search_NonBrand_Havesaeson_202506;28093.28;3198;138374;92;50004.12;12-06-2025;DKK
Havehjornet_Search_Brand_Alm_202307;5875.00;810;14712;24;22894.26;07-07-2023;DKK
HH_Search_NonBrand_Alm_202403;23982.90;4557;76891;81;39696.24;13-03-2024;DKK
Havehjornet_Search_NonBrand_Alm_202507;17959.25;2116;112951;66;33330.16;07-07-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202304;9879.14;1698;41375;43;28912.49;15-04-2023;DKK
hh_dk_Search_NonBrand_BlackFriday_202411;19069.10;2180;93599;61;41199.56;28-11-2024;DKK
Havehjornet_Search_NonBrand_Alm_202407;8563.25;1307;26087;26;16759.99;27-07-2024;DKK
Havehjornet_Search_NonBrand_Alm_202403;18632.39;2158;92576;68;31785.45;09-03-2024;DKK
hh_dk_Search_Brand_Havesaeson_202406;10114.29;1339;25366;50;27000.10;27-06-2024;DKK
HH_Search_Brand_Alm_202403;4261.68;912;18160;19;10868.20;23-03-2024;DKK
Havehjornet_Search_NonBrand_Alm_202303;7460.68;1787;22222;22;16835.84;05-03-2023;DKK
HH_Search_Brand_Alm_202401;4662.88;836;14310;21;17990.70;23-01-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202507;18520.36;2129;70891;64;36571.93;16-07-2025;DKK
hh_dk_Search_NonBrand_Alm_202308;15917.39;1828;45501;47;38220.24;23-08-2023;DKK
Havehjornet_Search_Brand_Alm_202210;2155.59;457;6668;9;6398.23;19-10-2022;DKK
HH_Search_Brand_Havesaeson_202306;4328.03;914;26321;19;14578.68;11-06-2023;DKK
hh_dk_Search_NonBrand_Alm_202509;8672.86;1396;22984;32;20909.37;21-09-2025;DKK
HH_Search_NonBrand_Alm_202508;8855.18;1114;23680;31;20832.59;25-08-2025;DKK
Havehjornet_Search_NonBrand_Alm_202303;13069.44;2561;56079;38;25866.62;01-03-2023;DKK
Havehjornet_Search_NonBrand_Alm_202302;8802.28;1332;27045;29;11690.57;27-02-2023;DKK
Havehjornet_Search_NonBrand_Alm_202510;3336.52;487;18596;10;8239.36;07-10-2025;DKK
HH_Search_NonBrand_Alm_202307;20708.48;2939;53179;77;53899.14;24-07-2023;DKK
hh_dk_Search_Brand_Havesaeson_202406;14600.20;2350;48159;66;32795.55;23-06-2024;DKK
hh_dk_Search_NonBrand_Alm_202508;16682.87;3326;98810;51;30358.68;09-08-2025;DKK
Havehjornet_Search_Brand_Alm_202202;6432.17;753;23171;34;15467.65;10-02-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202406;19939.27;4668;52133;70;41997.11;18-06-2024;DKK
HH_Search_NonBrand_Havesaeson_202504;11778.21;1918;44633;45;26021.30;11-04-2025;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202211;8240.38;1857;28779;25;18053.89;16-11-2022;DKK
hh_dk_Search_NonBrand_Alm_202301;8119.03;1086;51129;27;24532.79;10-01-2023;DKK
HH_Search_Brand_Jul_202312;10009.42;2143;28250;45;24935.48;27-12-2023;DKK
hh_dk_Search_Brand_Havesaeson_202505_kopi;6429.19;923;35425;30;20909.89;10-05-2025;DKK
hh_dk_Search_NonBrand_Havesaeson_202306;23839.33;2824;61232;92;45385.76;15-06-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202502;3149.77;443;8879;11;6822.03;01-02-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202406;12436.09;2097;44332;46;22386.21;01-06-2024;DKK
HH_Search_NonBrand_Havesaeson_202305;15296.09;3111;39950;45;35213.62;20-05-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202504;9088.10;1266;47154;40;29825.04;30-04-2025;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202406;27154.77;3364;71601;82;70493.42;14-06-2024;DKK
hh_dk_Search_Brand_Alm_202201;9374.74;1251;47440;45;26829.28;04-01-2022;DKK
hh_dk_Search_NonBrand_Alm_202403;15330.57;2543;38476;50;28855.18;10-03-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202204;4042.15;463;11827;14;6674.82;03-04-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202205_kopi;50934.56;11351;143185;149;103289.76;29-05-2022;DKK
hh_dk_Search_NonBrand_Alm_202302;12731.71;1423;43875;42;28340.23;04-02-2023;DKK
HAVEHJ_Search_Brand_Alm_202409;10641.53;2455;35494;50;26318.17;05-09-2024;DKK
HH_Search_Brand_Alm_202409;4083.49;529;11429;22;12792.53;07-09-2024;DKK
hh_dk_Search_Brand_Havesaeson_202406_kopi;5793.10;1079;23474;29;16426.87;05-06-2024;DKK
hh_dk_Search_Brand_Havesaeson_202304;2686.57;349;15125;12;9033.22;01-04-2023;DKK
HAVEHJ_Search_Brand_Alm_202302;21131.90;2721;82126;112;59129.65;18-02-2023;DKK
hh_dk_Search_NonBrand_Havesaeson_202505;32539.88;5509;135026;125;56658.92;06-05-2025;DKK
HAVEHJ_Search_Brand_BlackFriday_202411;4924.42;632;22172;25;17893.12;24-11-2024;DKK
HH_Search_Brand_Alm_202503;4349.37;510;25854;18;14167.38;29-03-2025;DKK
hh_dk_Search_NonBrand_Alm_202407;866.35;735;20184;24;1431.79;23-07-2024;EUR
hh_dk_Search_NonBrand_Alm_202310;4382.11;503;15785;15;9197.01;20-10-2023;DKK
HH_Search_NonBrand_Havesaeson_202204;17094.37;4230;94857;57;38467.58;21-04-2022;DKK
HH_Search_NonBrand_Havesaeson_202404;66634.37;8340;427594;193;160654.10;11-04-2024;DKK
Havehjornet_Search_NonBrand_Alm_202310;14145.74;2504;62898;47;32419.36;08-10-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202310_kopi;8063.33;1471;22993;24;17700.17;30-10-2023;DKK
HH_Search_NonBrand_Havesaeson_202205_kopi;48738.44;8061;189299;151;103120.86;02-05-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202505;1626.97;1955;38182;55;4494.34;07-05-2025;EUR
HH_Search_Brand_Alm_202209_kopi;4985.48;676;16322;21;12686.60;09-09-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202206;41372.70;6198;236090;147;103232.27;23-06-2022;DKK
hh_dk_Search_NonBrand_Jul_202312;10387.80;2109;57625;34;24312.98;09-12-2023;DKK
hh_dk_Search_Brand_Alm_202502_kopi;4092.13;598;12016;17;10731.08;03-02-2025;DKK
hh_dk_Search_Brand_Alm_202303_kopi;4803.59;562;20266;24;13858.04;07-03-2023;DKK
hh_dk_Search_Brand_Jul_202212;11793.62;1814;33898;62;47787.36;24-12-2022;DKK
HH_Search_NonBrand_Alm_202301;20107.83;3767;53543;76;49814.80;18-01-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202208;13827.48;3409;37281;52;26926.46;02-08-2022;DKK
HH_Search_NonBrand_Alm_202201;1544.00;1805;35645;34;3321.14;10-01-2022;EUR
HAVEHJ_Search_Brand_Alm_202210;22678.13;4749;65162;121;73962.97;01-10-2022;DKK
HH_Search_NonBrand_Alm_202401;21975.86;3282;59687;79;44202.13;11-01-2024;DKK
HH_Search_Brand_Havesaeson_202405;9920.86;1183;57096;41;28294.17;04-05-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202508;5613.06;1112;24303;17;13298.06;07-08-2025;DKK
hh_dk_Search_Brand_Alm_202502;3996.05;747;11237;18;9316.45;26-02-2025;DKK
Havehjornet_Search_NonBrand_Alm_202210;8516.03;1106;29668;29;15592.60;25-10-2022;DKK
HH_Search_NonBrand_Havesaeson_202404;22522.78;3981;88276;83;42631.02;05-04-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202305;35371.95;7247;197177;109;71050.75;08-05-2023;DKK
Havehjornet_Search_NonBrand_BlackFriday_202211;5062.75;712;26070;17;12571.80;17-11-2022;DKK
HH_Search_Brand_Alm_202310;5700.68;1063;32659;31;20679.20;07-10-2023;DKK
Havehjornet_Search_NonBrand_Havesaeson_202204_kopi;22826.84;4440;131514;80;63178.34;22-04-2022;DKK
Havehjornet_Search_Brand_Alm_202503;509.85;547;13676;20;1664.08;13-03-2025;EUR
hh_dk_Search_Brand_Alm_202202;7420.44;1019;23410;30;19970.66;15-02-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202406;9841.62;2172;46151;45;25914.65;01-06-2024;DKK
hh_dk_Search_Brand_Alm_202501;7763.65;869;36995;34;21314.38;28-01-2025;DKK
HAVEHJ_Search_Brand_Havesaeson_202404;5990.58;692;16196;28;15432.21;01-04-2024;DKK
hh_dk_Search_NonBrand_Alm_202207;1066.35;908;23997;25;1776.06;27-07-2022;EUR
Havehjornet_Search_NonBrand_Alm_202410_kopi;13900.31;2255;54474;48;29111.09;17-10-2024;DKK
HH_Search_NonBrand_Havesaeson_202206;42984.79;7870;147443;128;97010.69;08-06-2022;DKK
HH_Search_NonBrand_Alm_202210;13550.36;2410;63189;44;30851.63;17-10-2022;DKK
HH_Search_NonBrand_Alm_202309_kopi;32108.10;5354;187008;119;60046.42;25-09-2023;DKK
HAVEHJ_Search_Brand_Havesaeson_202504;6817.54;866;37718;34;18710.60;24-04-2025;DKK
hh_dk_Search_Brand_Alm_202301;3509.09;440;10256;18;10828.38;06-01-2023;DKK
HH_Search_NonBrand_Alm_202208;10459.55;1732;48748;36;19422.79;03-08-2022;DKK
HH_Search_NonBrand_Jul_202412;1088.18;1207;38231;26;2386.84;06-12-2024;EUR
Havehjornet_Search_Brand_Alm_202209;11618.81;1742;60215;62;38005.10;25-09-2022;DKK
HH_Search_Brand_Alm_202410;2951.35;420;8327;14;8007.57;11-10-2024;DKK
hh_dk_Search_Brand_Alm_202508;3851.25;647;11737;21;13851.43;18-08-2025;DKK
HH_Search_NonBrand_Alm_202409;9253.97;1488;23844;32;25271.06;28-09-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202202_kopi;7843.19;1687;20273;25;16405.03;01-02-2022;DKK
HH_Search_Brand_Alm_202207;4263.61;580;12778;21;10069.38;27-07-2022;DKK
HH_Search_NonBrand_Alm_202210_kopi;646.98;654;14757;16;1180.26;08-10-2022;EUR
HAVEHJ_Search_NonBrand_Alm_202310;5680.49;1117;24344;20;13730.87;09-10-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202204_kopi;64326.73;8364;283591;186;127072.46;18-04-2022;DKK
hh_dk_Search_NonBrand_Havesaeson_202506;56432.70;11952;176883;209;118550.87;09-06-2025;DKK
hh_dk_Search_NonBrand_Alm_202202;10029.07;1401;49465;30;28276.32;24-02-2022;DKK
hh_dk_Search_NonBrand_Alm_202502;16106.35;2199;92310;48;34173.64;04-02-2025;DKK
hh_dk_Search_Brand_Alm_202409;4797.31;567;26583;24;19421.47;17-09-2024;DKK
HH_Search_Brand_Jul_202312;6804.66;1575;44985;34;23570.46;08-12-2023;DKK
HH_Search_NonBrand_Alm_202302;10748.42;2204;29258;31;29169.95;17-02-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202505;5593.38;7148;182858;126;15971.26;31-05-2025;EUR
HH_Search_Brand_Alm_202301;6735.01;1094;35796;36;20950.25;03-01-2023;DKK
HAVEHJ_Search_Brand_Alm_202210;7363.71;1059;23835;37;23567.29;03-10-2022;DKK
HAVEHJ_Search_Brand_BlackFriday_202311_kopi;11496.25;1672;36892;51;32956.41;08-11-2023;DKK
HAVEHJ_Search_Brand_Alm_202501;18590.50;2108;97262;93;49712.85;04-01-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202510;1340.08;1639;50485;30;3233.86;25-10-2025;EUR
hh_dk_Search_NonBrand_BlackFriday_202411;24406.22;3271;91696;86;52562.49;27-11-2024;DKK
HH_Search_Brand_Havesaeson_202504;6688.90;1209;24297;30;16204.10;20-04-2025;DKK
hh_dk_Search_NonBrand_Jul_202412;5633.01;5364;177749;151;17595.97;22-12-2024;EUR
HH_Search_NonBrand_Alm_202409;1852.50;322;5662;5;3652.71;12-09-2024;DKK
Havehjornet_Search_Brand_Alm_202307;5974.35;971;20187;29;25908.76;27-07-2023;DKK
HAVEHJ_Search_Brand_BlackFriday_202311;1017.54;866;24414;36;3586.98;29-11-2023;EUR
HAVEHJ_Search_Brand_Havesaeson_202406;7142.51;1084;21810;29;18884.32;18-06-2024;DKK
hh_dk_Search_Brand_Havesaeson_202204;6110.54;698;33421;31;14737.23;06-04-2022;DKK
HAVEHJ_Search_Brand_BlackFriday_202211;6425.99;771;19632;32;23035.93;23-11-2022;DKK
hh_dk_Search_NonBrand_Alm_202310;13777.84;2499;42328;42;28980.85;03-10-2023;DKK
hh_dk_Search_Brand_Alm_202508;7245.38;906;26581;31;19842.34;24-08-2025;DKK
Havehjornet_Search_Brand_Alm_202510_kopi;10724.36;1371;30015;49;26546.81;13-10-2025;DKK
Havehjornet_Search_NonBrand_BlackFriday_202411;14262.44;1757;40229;46;30282.67;13-11-2024;DKK
HAVEHJ_Search_NonBrand_Jul_202212;2214.06;3302;91780;48;4073.18;07-12-2022;EUR
Havehjornet_Search_Brand_Alm_202403;3959.09;954;13748;18;11029.33;19-03-2024;DKK
HH_Search_Brand_Alm_202301;6103.88;1184;19990;29;18037.63;01-01-2023;DKK
hh_dk_Search_NonBrand_Alm_202503;4881.48;889;30705;16;10317.97;12-03-2025;DKK
Havehjornet_Search_Brand_Havesaeson_202506_kopi;10350.83;1200;40922;42;31603.89;03-06-2025;DKK
Havehjornet_Search_NonBrand_Alm_202303;1882.54;2976;38298;42;4411.70;23-03-2023;EUR
hh_dk_Search_Brand_Alm_202303;823.10;728;17975;25;2304.04;15-03-2023;EUR
Havehjornet_Search_NonBrand_Alm_202503;9287.74;1340;45020;28;18552.63;03-03-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202407;5436.30;720;20583;20;11297.55;26-07-2024;DKK
HH_Search_Brand_Alm_202209;7731.65;1398;43771;38;25535.85;30-09-2022;DKK
HAVEHJ_Search_Brand_Alm_202209_kopi;5599.61;975;19759;25;20738.18;12-09-2022;DKK
hh_dk_Search_Brand_Alm_202410;2813.63;475;8111;13;6726.49;27-10-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202406;29415.60;4546;82047;89;75776.15;10-06-2024;DKK
HAVEHJ_Search_NonBrand_BlackFriday_202411;12810.05;2445;64245;42;27313.17;23-11-2024;DKK
HH_Search_NonBrand_Alm_202510;5923.57;751;20249;18;10457.15;02-10-2025;DKK
HH_Search_NonBrand_Havesaeson_202506;30750.63;6560;196280;105;63979.22;10-06-2025;DKK
Havehjornet_Search_Brand_Alm_202209;8531.54;1112;23537;45;25880.78;07-09-2022;DKK
hh_dk_Search_Brand_Alm_202308;9164.40;1434;38383;39;23103.84;27-08-2023;DKK
Havehjornet_Search_Brand_Alm_202409;5369.93;634;25877;28;22520.32;09-09-2024;DKK
HH_Search_Brand_Alm_202301;5660.54;976;26068;29;17792.20;13-01-2023;DKK
Havehjornet_Search_Brand_Havesaeson_202205;9095.69;1043;31987;42;26339.67;14-05-2022;DKK
HH_Search_NonBrand_Alm_202410;15428.97;2933;48790;51;30555.81;05-10-2024;DKK
Havehjornet_Search_NonBrand_Jul_202512;34618.90;5829;173031;113;56040.36;19-12-2025;DKK
Havehjornet_Search_NonBrand_BlackFriday_202311;33841.71;5790;213440;121;62698.30;11-11-2023;DKK
Havehjornet_Search_Brand_Alm_202402;1021.33;884;20473;35;4621.16;18-02-2024;EUR
hh_dk_Search_Brand_Alm_202508;5796.90;1267;22210;23;16129.65;26-08-2025;DKK
hh_dk_Search_Brand_BlackFriday_202211_kopi;6979.76;887;29927;28;14754.69;10-11-2022;DKK
hh_dk_Search_NonBrand_Alm_202502;3065.81;4021;68230;88;6537.96;23-02-2025;EUR
HAVEHJ_Search_NonBrand_Havesaeson_202505;30118.64;4277;96759;104;54493.30;27-05-2025;DKK
hh_dk_Search_Brand_Havesaeson_202305_kopi;8833.31;1327;22885;38;25040.92;29-05-2023;DKK
Havehjornet_Search_Brand_Alm_202203_kopi;5061.76;587;12895;26;16865.95;09-03-2022;DKK
HH_Search_NonBrand_Alm_202308;9695.66;1236;32684;29;23618.39;11-08-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202408;13024.93;1954;56557;39;22720.83;27-08-2024;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202204;13592.85;1967;39047;50;35768.79;06-04-2022;DKK
Havehjornet_Search_Brand_Alm_202408;3531.99;399;9034;16;10542.62;11-08-2024;DKK
hh_dk_Search_NonBrand_Alm_202403;12166.41;1677;63542;39;27252.21;01-03-2024;DKK
hh_dk_Search_NonBrand_Alm_202409;12178.94;1780;66079;41;29065.10;16-09-2024;DKK
hh_dk_Search_NonBrand_Havesaeson_202404;15648.92;2038;49140;56;33568.90;25-04-2024;DKK
Havehjornet_Search_NonBrand_Alm_202410;5672.12;798;26642;20;10943.99;10-10-2024;DKK
hh_dk_Search_Brand_Jul_202312;3666.74;833;9452;18;14705.03;24-12-2023;DKK
hh_dk_Search_NonBrand_Alm_202507;14978.38;1759;43359;48;27172.52;05-07-2025;DKK
HH_Search_Brand_Alm_202508_kopi;2396.80;479;14498;10;6012.30;08-08-2025;DKK
hh_dk_Search_Brand_Jul_202412_kopi;9664.99;1302;30239;45;32396.57;29-12-2024;DKK
Havehjornet_Search_NonBrand_Havesaeson_202405;32201.75;4759;164307;110;71871.37;15-05-2024;DKK
Havehjornet_Search_Brand_Havesaeson_202404;9032.04;1244;38510;37;22458.30;19-04-2024;DKK
hh_dk_Search_Brand_Alm_202409;6940.84;1488;26278;31;21576.07;29-09-2024;DKK
hh_dk_Search_Brand_Havesaeson_202506;3891.61;800;10888;20;12828.99;25-06-2025;DKK
HH_Search_Brand_BlackFriday_202511;6238.11;838;18648;34;19983.10;01-11-2025;DKK
HAVEHJ_Search_Brand_Havesaeson_202405;10978.66;1451;51343;51;41000.67;30-05-2024;DKK
HH_Search_NonBrand_Havesaeson_202205;15487.21;1726;49376;57;40118.71;27-05-2022;DKK
Havehjornet_Search_Brand_Havesaeson_202305;1137.60;1435;55507;42;4233.67;16-05-2023;EUR
hh_dk_Search_Brand_BlackFriday_202411;5163.95;1081;23350;23;15629.82;07-11-2024;DKK
Havehjornet_Search_NonBrand_Alm_202601;7620.11;883;20786;24;18963.64;01-01-2026;DKK
Havehjornet_Search_Brand_Alm_202208;4180.16;542;16541;21;10524.85;21-08-2022;DKK
hh_dk_Search_NonBrand_Alm_202308;5042.26;603;23156;17;12329.74;27-08-2023;DKK
HAVEHJ_Search_NonBrand_Havesaeson_202505;16529.98;2658;66726;48;29319.79;21-05-2025;DKK
hh_dk_Search_NonBrand_BlackFriday_202411;5390.62;666;13986;16;11992.26;10-11-2024;DKK
hh_dk_Search_NonBrand_Alm_202408;8429.08;1106;24740;33;18081.33;21-08-2024;DKK
Havehjornet_Search_Brand_Alm_202508;3351.92;564;10464;17;10809.83;23-08-2025;DKK
HH_Search_Brand_Alm_202507;6179.64;800;38533;30;16413.27;04-07-2025;DKK
HH_Search_Brand_Havesaeson_202504;16286.64;2783;82332;77;47119.57;16-04-2025;DKK
Havehjornet_Search_Brand_Alm_202508;2454.91;476;7067;10;8176.57;03-08-2025;DKK
hh_dk_Search_NonBrand_Alm_202407;4715.23;610;16168;14;12389.46;03-07-2024;DKK
HAVEHJ_Search_NonBrand_Alm_202509;684.72;826;19520;19;1417.20;29-09-2025;EUR
hh_dk_Search_NonBrand_BlackFriday_202211;15172.72;3281;56418;47;34473.44;09-11-2022;DKK
HH_Search_Brand_Alm_202409;16761.20;2023;45365;79;53637.32;12-09-2024;DKK
HH_Search_NonBrand_Havesaeson_202504_kopi;36579.81;5212;191303;133;83967.11;20-04-2025;DKK
hh_dk_Search_Brand_Alm_202307;5478.74;626;13987;24;13804.07;24-07-2023;DKK
HAVEHJ_Search_NonBrand_Alm_202210;15516.93;3558;94100;45;27605.66;22-10-2022;DKK
HH_Search_NonBrand_Havesaeson_202404;39898.23;5365;118780;148;90372.54;21-04-2024;DKK
HAVEHJ_Search_NonBrand_Jul_202212;22410.20;4559;71211;69;48001.65;22-12-2022;DKK
HH_Search_Brand_Havesaeson_202405;8064.34;1408;39180;41;32012.08;17-05-2024;DKK
Havehjornet_Search_NonBrand_Alm_202509;10305.52;2435;40770;34;21418.58;13-09-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202209;7543.17;1725;36294;25;13506.86;10-09-2022;DKK
HH_Search_Brand_Havesaeson_202506_kopi;7653.26;934;26251;39;22129.44;09-06-2025;DKK
HAVEHJ_Search_NonBrand_Alm_202502;10930.04;1310;46312;37;24040.53;13-02-2025;DKK
Havehjornet_Search_NonBrand_Jul_202312;34740.34;5756;101459;133;95083.14;21-12-2023;DKK
HH_Search_NonBrand_Havesaeson_202206;27117.76;3014;117956;98;69898.01;30-06-2022;DKK
Havehjornet_Search_NonBrand_Alm_202203;12284.35;1673;40562;38;24767.49;23-03-2022;DKK
Havehjornet_Search_NonBrand_Havesaeson_202404;37791.36;6736;154666;116;104994.15;23-04-2024;DKK
hh_dk_Search_Brand_Alm_202510;6966.17;960;26821;34;16176.18;22-10-2025;DKK
hh_dk_Search_NonBrand_Alm_202402_kopi;33921.06;4769;182005;101;63148.26;29-02-2024;DKK
HH_Search_NonBrand_Jul_202312;11696.81;1432;33185;34;27032.21;27-12-2023;DKK
Havehjornet_Search_NonBrand_Havesaeson_202304;25931.51;5223;116569;97;65729.32;21-04-2023;DKK
HH_Search_Brand_Jul_202312;3638.96;466;11589;18;10675.17;30-12-2023;DKK
hh_dk_Search_NonBrand_Alm_202507;1328.95;1914;26209;34;2643.80;27-07-2025;EUR
hh_dk_Search_Brand_Alm_202310;5879.41;1412;34540;31;11707.49;03-10-2023;DKK
HAVEHJ_Search_Brand_BlackFriday_202311;10464.16;2162;33522;49;39288.39;28-11-2023;DKK
HAVEHJ_Search_Brand_Alm_202409;4060.11;820;11265;18;15200.03;18-09-2024;DKK
HH_Search_Brand_Havesaeson_202405_kopi;10286.91;1224;30333;56;29001.89;24-05-2024;DKK
HH_Search_NonBrand_Havesaeson_202305;44170.42;8488;168611;164;108549.92;24-05-2023;DKK
hh_dk_Search_Brand_Alm_202503;640.37;675;23787;24;2057.45;22-03-2025;EUR
HAVEHJ_Search_NonBrand_Alm_202507;7490.26;1294;38877;23;16218.09;03-07-2025;DKK
HH_Search_NonBrand_Alm_202202;6178.20;1134;16687;20;15188.96;23-02-2022;DKK
HAVEHJ_Search_Brand_Havesaeson_202404;18795.60;2228;103886;89;77891.37;20-04-2024;DKK
hh_dk_Search_Brand_Alm_202509;9167.48;1527;32674;43;30224.91;14-09-2025;DKK
HH_Search_NonBrand_Alm_202503;11689.19;1352;34425;46;30485.47;19-03-2025;DKK
HAVEHJ_Search_NonBrand_Jul_202512;11979.58;1754;31321;38;32743.06;26-12-2025;DKK
hh_dk_Search_NonBrand_Alm_202207;8644.51;1732;23626;31;17933.12;09-07-2022;DKK
HAVEHJ_Search_Brand_Alm_202303_kopi;3755.84;423;10691;15;13092.88;03-03-2023;DKK
hh_dk_Search_Brand_Havesaeson_202506;3677.11;416;11344;20;10001.82;10-06-2025;DKK
HH_Search_NonBrand_Alm_202510;6357.82;1134;19606;23;11884.56;19-10-2025;DKK
HH_Search_Brand_Alm_202407;279.55;261;8249;10;798.95;18-07-2024;EUR
hh_dk_Search_Brand_Alm_202403;4604.88;832;14187;20;13283.65;18-03-2024;DKK
hh_dk_Search_NonBrand_Alm_202509;5422.97;820;19684;17;16054.65;01-09-2025;DKK
HAVEHJ_Search_Brand_Jul_202412;7420.73;1195;24282;31;25967.93;30-12-2024;DKK
Havehjornet_Search_Brand_BlackFriday_202311;1193.90;288;3597;5;4493.96;03-11-2023;DKK
HAVEHJ_Search_Brand_Jul_202312;13899.10;1598;45371;57;53040.69;21-12-2023;DKK
